id,date,tweet,label
571625317,2019-11-07 04:25:42+00:00,Any property insurance here??? (company account) ,general.inquiry
281461877,2019-10-30 09:23:38+00:00,The Eagles got no chill! 🔥 They have a 45-32 halftime lead. #KnowYouCanWith(company account) #AllForMore #UAAPSeason82,general.promotion
439641554,2019-10-14 01:01:40+00:00,"Pumunta bg (company account) office kahit galing night duty, 10 am pa pala magopen shocks. Sleep muna akooo. ADA enrollment, pls maging okay na (company account)",faq.termination
118299473,2019-10-09 09:09:09+00:00,"I'm getting so stressed with (company account). I checked my current credit card bill and I am still getting billed for something I cancelled last month. (company account), I signed all the papers to cancel my health direct, why is it still appearing on my bill?",faq.bad_service
770756116,2018-11-28 08:59:20+00:00,"Sobrang disappointed ako sa (company account) , ang hirap mag partial withdrawal sa VUL, gosh 10 days wala pa ung pinull out ko na investment! 

Internal error daw?!?! 

Anu un?",faq.bad_service
125973121,2018-07-04 09:16:05+00:00,"Pls train your servicing agents to be helpful and respectful to existing clients. In the words of your rep, i should listen “kasi ako ang nangangailangan”. (company account) @(company account)",faq.bad_service
634937567,2018-03-28 09:47:39+00:00,"(company account) Philippines will be closed from March 29 to April 1, 2018. Operations will resume on April 2. Have a blessed Holy Week!",general.query
874801755,2018-01-08 09:01:46+00:00,I can't access myaxa account...(company account),faq.app_use
327697093,2017-07-12 13:46:01+00:00,"Ahhh if I close this account (and I know I will), it's Merry Christmas in August for me 🎄 (company account)",general.query
631608226,2016-10-07 08:42:58+00:00,Why cant I log in (company account),general.query
469780244,2015-12-05 10:56:29+00:00,I have a DM for you (company account) team..,contact.contact
188571690,2015-08-26 07:08:47+00:00,Ikeep getting emails from you when I never signed up for mail. How do I unsubscribe mail? @(company account) (company account),faq.app_use
525100153,2020-11-08 15:05:28+00:00,Stressful. This (company account)  online haissst!,faq.bad_service
860697487,2020-10-29 14:55:59+00:00,"here’s your monthly (company account) complaint. let me take you back to when our toxic relationship started!!!! 

it’s been 11 months since I started filing for my mom’s death insurance claim. They finally provided a ticket number back in Sep 21. It’s been a month with no update 🤪",faq.bad_service
828600726,2020-10-19 09:57:34+00:00,What gives (company account)? Why do you keep on sending me text messages for random people? First it was for a certain Ms. Macatangay and right now its Laidel? Omg. Im getting so sick and tired of deleting or messages! I dont know these people!,faq.bad_service
130612679,2020-09-30 05:33:33+00:00,"in this age and time, a financial companybwithout an official app is such a bummer. take a close look at (company account) @Manulife a perfect example of a company lacking drive to innovate.. tsk..",faq.bad_service
500070819,2020-09-10 11:33:02+00:00,UPDATE: lol kakareply lang ng ahente sa email ko sinabi ko na nga na longstanding request yun tas nireplyan ako as if bagong request. HAHAAHAA what a joke :( (company account) maybe u should pay your CS agents more so they do their jobs properly. Tamad na tamad eh.,faq.bad_service
488778544,2020-09-10 10:54:32+00:00,"can you clarify how claims are currently being processed? (company account) Customer service sent my claim daw to your servicing agent, Julius Pineda, last August 16 pero WALA NAMAN AKONG NARECEIVE na message for that person. 

Nagsend ulit ako ng bagong email sa Customer Service niyo",faq.after_sales
864755815,2020-07-11 01:55:44+00:00,NAKAKAGIGIL CUSTOMER SERVICE NG (company account) HAHHAHAHAH everytime magrreply ako i have to start ALL over. Hindi ata marunong mag-back read mga ahente niyo. Nakakabwiset. Lakas niyo makabenta ng insurance putangina nakakagigil mag-claim NAMATAYAN na nga isstress niyo po MAHIYA KAYO,faq.bad_service
317429642,2020-07-08 18:17:06+00:00,"Kapag parent ka na hindi lang present need mo isipin kundi future niyo or ng child/ren mo. So ayun I'm really torn kung anong insurance company ba ang best for life/educational insurance. If ever may willing mag share, please do! thanks! @SunLifePH (company account) @PruLifeUK",general.query
431086148,2020-06-18 08:10:36+00:00,"Hi (company account), is your support email phcustomercare@manulife.com still active? I still haven't received any response from my emails.",contact.contact
162532376,2020-05-30 00:10:28+00:00,"#Crowdsourcing:
Maganda ba ung #GcashInsurance? Na-amaze lng ako kasi ang mura niya. 🤔
Or any affordable insurance na lang at pwedeng half-sister, nephew or niece ang maging dependent? May ganun ba? Hello (company account) (company account) (company account)",general.query
816443767,2019-08-17 00:56:21+00:00,When will you have a mobile app (company account) (company account)? You have a lot of clients &amp; yet you don't have a mobile app yet. 🤷🏻‍♀️,general.query
165962569,2019-06-24 16:44:29+00:00,I've received my policy e-receipt less than the promised timeline of 24-48hours following a call with customer support. Good job (company account) 👏,general.comment
617547145,2018-12-15 23:38:40+00:00,"Good morning (company account) 
Sorry, I haven't received my Anniversary Statement for November 2018. Thank you,",general.query
154079457,2018-02-13 02:30:19+00:00,Props to (company account) for quick support responses via Twitter and email. Please teach the phone support team.,general.comment
802940002,2018-02-12 09:59:00+00:00,Hi my wife and I (based in Australia) have been trying to call the customer service line for weeksbut there's no answer no matter what time we call. We need to create an online account so we can update our contact details but the system says our policy # is invalid (company account),contact.contact
798777374,2017-10-26 06:25:08+00:00,Hi insurance friends - is there a way you can send online / digital recepits instead? (company account) (company account),faq.payment
768730743,2017-09-07 08:08:25+00:00,Hi (company account) need to DM you.  Thanks,contact.contact
381233049,2017-06-09 16:24:35+00:00,#manulifeph #manulifephsucks 👎👎👎 (company account) bigyan nyo naman ako ng matinong dahilan 🙄,faq.bad_service
693492099,2017-06-08 12:30:55+00:00,Grabe bes wala pa ring linaw kung nasaan na mga OR ko. Ayaw mag reply sa email 🙄 #manulifephsucks 👎👎👎 (company account),contact.contact
648966892,2017-06-08 02:25:14+00:00,Worst 👎👎👎 #manulifesucks (company account),faq.bad_service
846931551,2017-06-07 01:37:38+00:00,"Been a month now since I've submitted d rqremnts for policy surrender to (company account) and we badly need the cash. Til now, no result.",faq.after_sales
743819686,2016-07-10 13:45:13+00:00,Hi (company account) Can I get the email address of Manulife?,contact.contact
694413592,2016-03-15 11:20:55+00:00,Hi (company account) I have been charged twice!,faq.payment
528791897,2016-01-24 04:57:19+00:00,"Any agent of (company account)? Usap tayo.  💙
#SarahGforManulifeMOVE 
#JamesReidforManulifeMOVE",contact.contact
610883272,2015-12-03 09:41:21+00:00,This wasnt the first when promised turn around time wasnt met &amp; no feedback nor apology. This is the 3rd bad #customerservice (company account),faq.bad_service
627482707,2015-10-28 15:19:48+00:00,"Good pm (company account), when will be the announcement for the 5th winner of #StartYourStory? Thank you in advance for your response. :)",general.query
729280723,2015-08-17 05:51:42+00:00,Disappointed/royally pissed off w/ (company account)'s agents &amp; their non-existing aftersales service. Also your notification system's lacking.BUT,faq.bad_service
641899947,2020-11-24 16:57:25+00:00,"Hi (company account). can you hand carry a skateboard that's at 3.5 feet? 

thank you!",general.query
521125374,2020-11-24 14:33:26+00:00,"Ang kapal ng mukha niyo talaga (company account) ‘yung refund ko, 8 months na wala pa rin!!! Mga peste kayo!!",faq.bad_service
898682277,2020-11-24 12:58:36+00:00,sana pachristmas niyo na (company account) na mairefund ang mga tickets namin. wala na nga kami christmas bonus e. yung refund na lang inaasahan ko ngayong christmas hahahahaha,general.comment
640089504,2020-11-24 12:46:50+00:00,mag one year na di ko parin nakukuha refund ko sa ticket.... ano na (company account) 🤡,faq.bad_service
596966564,2020-11-24 11:59:28+00:00,Ang corny ng (company account) bakit within 90 days lang pwede irebook yung cancelled flight? Sana consider nyo rin panahon ngayon no? Konting adjustment lang,general.comment
721779236,2020-11-24 02:23:47+00:00,"Reminder to self: Don't be tempted to book flights! May utang pa sayo @AirAsiaFilipino and (company account)!

Grabe yung March pa po na flight 😡",general.comment
333848241,2020-11-24 01:45:57+00:00,hello (company account) please reply to my message urgent please,general.assist
891849629,2020-11-23 12:45:50+00:00,Thanks (company account) for my refund its been along months but atlest you give it  back my money,general.comment
597458345,2020-11-23 02:33:16+00:00,refund all our money first (company account),general.comment
405082868,2020-11-23 01:42:58+00:00,Hoy (company account). Refuuuuuuuund!!!!!! 😡😤,general.comment
132406255,2020-11-23 00:43:13+00:00,May mas lala pa ba sa refunding system ng (company account)? Pareho lang tayong di ginusto tong pandemic. 😔😏,faq.bad_service
630596671,2020-11-23 00:24:03+00:00,Hello (company account) i have a concern regarding my refund last August 28. Please check your dm.,contact.contact
576411580,2020-11-23 00:17:11+00:00,still waiting for a refund (company account)... you are giving us a hard time especially the ones who are not from the Philippines. It’s beeeeeen 8 months 😡,general.comment
114214770,2020-11-22 13:59:20+00:00,Hi (company account) is it possible to get the refund before next year?,faq.turnaround_time
434837905,2020-11-22 13:42:33+00:00,It's ridiculous how (company account) is the only company that takes a year to refund charges when some bigger companies just take 1-3 days.  Inefficiency and incompetence at its finest!!!!! 😡😡🤬🤬,general.comment
337544501,2020-11-22 05:00:45+00:00,"The covid vaccine from Pfizer is at 95% already, yet my (company account) ticket refund since March has yet to see any progress 🥴 They first said, 3-4 months, and then 5, 6 and now they say 7 months. Sksksks.",general.comment
449364482,2020-11-21 20:37:47+00:00,"hello (company account) please reply to my messages,.thank you from @venusiyana",contact.contact
193895427,2020-11-21 20:37:06+00:00,"hi (company account) please read my messages,..thank you",contact.contact
489782867,2020-11-21 19:36:37+00:00,"Bakit ganyan mga agents niyo? ‘Di nagbabasa ng previous conversations, paulit ulit na lang ako dito ‘di nila ako maintindihan. Ibalik niyo sa training ‘yan (company account)",faq.bad_service
633354381,2020-11-21 16:28:04+00:00,Hi @TVPatrol @GMA_PA Can you please call out (company account)  for delaying our refund? Napaka unacceptable na ng reason nila.,faq.bad_service
360023014,2020-11-21 16:26:20+00:00,"Saan ba pwedeng mag reklamo LEGALLY. Binobogus na tayo ng (company account) sinasabi transmitted na ung refund, pero more than 1 month na e hindi pa din pumapasok sa account. Sa haba ng inantay para sa refund, another 7 months na naman daw ang aantayin.",faq.bad_service
484885843,2020-11-21 13:35:47+00:00,"Hello, (company account) ! Pansina ko please hehe

 kalisod mag beg ug attention oy hahahahaha",contact.contact
799616320,2020-11-21 12:11:31+00:00,Read MY DM asap (company account),contact.contact
148060298,2020-11-21 11:38:11+00:00,Hi (company account). I have sent you a DM regading refund. Hope to hearing from you the soonest.,contact.contact
316804508,2020-11-20 02:27:53+00:00,Meron na pa lang HOLD FEE ang (company account) on top of their payment if payments made in the payment centers. Tapos within 8 hours dapat babayaran na. Unlike dati na same price sa website tapos 24 hrs ung holding time. Lecheng pandemic to. Kaya prepare nlang ng cc or debit. 😪😩,general.comment
861450435,2020-11-20 01:21:21+00:00,Thanks you @homecreditph (company account) for your birthday greetings :),general.comment
682880256,2020-11-20 00:43:02+00:00,Grabeh naman yung 7mos to get a refund (company account) 🙄,general.comment
580622827,2020-11-19 21:37:41+00:00,Hello po (company account) just want to ff-up again po the travel refunds ko as its 8 months na po kasi alang balita. Salamat,general.assist
797060113,2020-11-19 13:05:00+00:00,"So, @cebupacificair will process my refund request last April on Feb 2021. Really?! What happened to 30 business days up to 5 months?! Care to explain?!!",general.comment
582335107,2020-11-19 09:50:32+00:00,Haler (company account) maabutan po ba ng Pasko at Bagong Taon ang mga refund namin? Salamat po in advance sa copy-paste na reply niyo! NKKLK! ✈️✈️✈️,general.comment
471441128,2020-11-19 08:07:50+00:00,"Unbelievable (company account) , unbelievable! 😩😩",general.comment
887587467,2020-11-19 05:13:21+00:00,I need my refund pls!!! @AVA_airasia (company account)  🤯😤🤬,general.comment
742096074,2020-11-19 04:56:02+00:00,Hi (company account) . I have a flight to Dubai next month that was canceled. I wanted to rebook it but I’m unable to do so. I’m getting an error message from your website. Pls help.,faq.bad_service
319091355,2020-11-19 04:44:55+00:00,Sobrang tagal mag transfer ng (company account) ng travel fund. Sabi ng agent 24-48hrs and i called 1st week of Nov pa. It has been 2 weeks and wala prin. The flight i want to book is now priced at 5k supposedly 2k lng. 😡,faq.bad_service
247974007,2020-11-19 04:06:06+00:00,Calling out (company account)  bakit di kayo nagrereply sa DMs ko????,faq.bad_service
696224386,2020-11-18 19:54:41+00:00,Super tagal na po ng refund ko (company account) anuna. It’s been 6 months.,faq.bad_service
855327086,2020-11-18 15:32:03+00:00,"Spell scam: CEBU PACIFIC
(company account)",general.comment
523719965,2020-11-18 15:14:47+00:00,Hay naku (company account) cancelled our flights again. 🙃,general.comment
114657409,2020-11-18 11:49:05+00:00,Maaabutan po ba ng new year yung refund ko tnx (company account),faq.turnaround_time
115916421,2020-11-18 09:27:28+00:00,Yuhoooo (company account) pasagot naman DM please! Thank you! 7mos na wala pa din refund :),contact.contact
102366151,2020-11-18 09:12:20+00:00,"Hi (company account), you texted me that I need to submit contact information (guest details) before November 18, 2020 but I can't find the link of where to submit them. Please advise. Thanks.",general.advice
634755768,2020-11-18 07:01:24+00:00,hello (company account) please read my messages and reply thank you,contact.contact
355421325,2020-11-18 07:00:49+00:00,hi (company account) please reply my dm,contact.contact
655921715,2020-11-18 06:58:31+00:00,good day (company account) please reply tO my messages please,contact.contact
242702151,2020-11-17 19:04:16+00:00,anu na @Converge_CSU at (company account) ???? NAPAKA HASSLE NYO SA BUHAY,general.comment
104498396,2020-11-17 16:03:41+00:00,Pwede rin ba yung #WhereismyRefund #NasaanangRefund (company account),general.comment
247889378,2020-11-17 13:27:56+00:00,hi (company account) reply to my dm please,contact.contact
403514545,2020-11-17 13:16:47+00:00,hello (company account) please reply to my dm,contact.contact
883853034,2020-11-17 10:36:19+00:00,Tawang tawa siguro (company account)  sakin gabi-gabi check lang ako ng check ng flights parang tanga lang mag window shopping feeling. Shuta gusto kona mag travel!!!,general.comment
160180219,2020-11-17 10:13:45+00:00,Hi (company account) messaged you re TF. For your assistance please. Thank you!,contact.contact
104789115,2020-11-17 07:54:00+00:00,What are the requirements for MNL-BXU flight? (company account),faq.application_process
693523992,2020-11-17 03:07:04+00:00,"Syempre noh, di natin makakalimutan ang refund natin sa Cebu Pacific Air (company account) na walang kwenta! Blah blah blah. Nasalanta na ng 2 bagyo wala pa din yung pera. Kung kailan kailangan na kailangan. Ang galing nila diba?",faq.bad_service
243182657,2020-11-17 02:13:19+00:00,Istg @PLDT_Cares customer service is the worst in this planet- aside from (company account),general.comment
346431388,2020-11-17 01:28:44+00:00,Kapit lang (company account) kaya niyo yan. And sana ma refund lahat as soon as possible kase mukhang sandamakmak na mura na natanggap niyo. 🙏,general.comment
759188122,2020-11-17 01:05:26+00:00,"CebPac selling tickets for travel next yr is tempting me to book tickets for Japan. But what if they cancel my flights again? They haven’t even refunded me yet for the one in March. 😒😒😒

(company account)",general.comment
154319194,2020-11-16 16:04:37+00:00,Ano na (company account)  ? Kelan ko makukuha refund ko ? 6mos. Na . Enebeyen 🙄😪,faq.bad_service
193826547,2020-11-16 12:49:23+00:00,"WALA!! PURO WAIT. PUTANGINA. BAKA NORMAL NA'T LAHAT LAHAT DI PA MANIGAY REFUND KO, (company account)",general.comment
157306499,2020-11-16 04:43:41+00:00,Anona (company account) when will i get my refund it’s been half a year!!!,faq.bad_service
342279829,2020-11-16 03:34:15+00:00,"“Hmm, looks like all of our agents are occupied. 😥” AS ALWAYS (company account) AS ALWAYS 👎",general.comment
132489746,2020-11-16 02:44:35+00:00,"Hi (company account) baka naman pwede irefund mo na yung cancelled flights ko, pangdonate ko nalang samin.",faq.after_sales
817205778,2020-11-16 01:09:45+00:00,"Grabe kayo @flyPAL , you promised a refund on our flights after 2 months. 3 months na wala pa rin. Buti pa (company account) , very transparent, they really inform customers if it would take 6 months.",general.comment
858678511,2020-11-16 00:54:06+00:00,Haler (company account) anong petsa na? Baka naman gusto na ninyo ibalik mga refund namin! 39 days to go na lang at Pasko na! Juice Colored! ✈️✈️✈️,general.comment
181816725,2020-11-16 00:53:51+00:00,Haler (company account) any advisory kung kelan ang refund namin? Aba magsi-six months na po at wala pa rin. Baka magPASKO na at nga-nga parin kami kakahintay. Juice Colored! 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️,faq.bad_service
870618444,2020-11-16 00:53:48+00:00,Hindi responsive ang (company account) sa pagtulong sa kanilang mga clients no?,general.comment
768752048,2020-11-15 13:16:48+00:00,"Di lalim magtagad sa almost 25k na refund sa (company account) ug @airasia, daghan pa unta magamitan ang kwarta. Paspas kayo mucharge sa mga cards ug bank accounts pero ig refund na, hasta kahasola. Makaleche.",general.comment
678998851,2020-11-15 11:22:54+00:00,"kalami makadawat utro ug email gkan sa cebupac na naay attachment sa itinerary oyy

pero mas lami makadawat ug refund 🤪 (company account)  hello",general.comment
490929280,2020-11-15 07:07:16+00:00,Musta naman po ung refund ng ticket @AirAsiaFilipino? Saka (company account)?,faq.bad_service
324768920,2020-11-15 04:55:31+00:00,hirap maging unemployed. anong petsa papo kami papasok? (company account),general.query
511259374,2020-11-15 01:40:24+00:00,Follow up for refund (company account) !!! more than 6 months na to wala parin ang refund! Booking number NFCTPJ at EEUCYJ!!!!!,general.assist
393180859,2020-11-14 12:56:25+00:00,"Hello (company account), kindly see my DM.",contact.contact
389967720,2020-11-14 12:40:04+00:00,Fly high soon (company account),general.comment
638431661,2020-11-14 07:13:17+00:00,Hands down sa chat support ng Grab app. SANA ALL. @SecurityBankPH (company account),general.comment
832988862,2020-11-14 07:08:46+00:00,"May nakuha ba kayong response from @flyPAL (company account)  sa emails? Huhuhu. Wala pa rin sa akin, eh. Sana makatulong din sila. 😭😭😭",general.comment
187343462,2020-11-13 20:30:03+00:00,"Genuine question,
Maaari bang magbigay ng aerial assistance at this point ang mga airline tulad ng (company account) @AirAsiaFilipino @flyPAL etc, sa #RescueCagayanValley #RescueTuguegarao?",general.query
134931221,2020-11-13 17:03:11+00:00,hello @flyPAL (company account) @airasia baka lang ano po,general.query
615363079,2020-11-13 14:44:13+00:00,"please (company account) resend my booking reference number, bkk-pvg 7.9.21 1 stop in manila",general.assist
842894574,2020-11-13 13:20:37+00:00,Hello (company account) ‼️ Pasko na po. Kumusta na refunds namin?🙄,faq.bad_service
878948062,2020-11-13 12:11:46+00:00,Ano na bhi3 (company account) ung refund ko 7months na nakalipas pumuti na ako ulit kung sakali d nyo pa din naibigay refund ko hahahah,general.comment
365419351,2020-11-13 10:52:58+00:00,So disappointed with the service of (company account) 😔,general.comment
192771547,2020-11-13 07:15:23+00:00,"Hi (company account)  
Have sent a DM to follow up the status of our refund. Hope you could help us.  Thanks.",contact.contact
199337973,2020-11-13 05:47:38+00:00,Haha it’s been almost a year na since I requested for a refund from (company account) and I still didn’t get it whooo 👏 keep up the good work you guys!! 👍😊,general.comment
635973855,2020-11-13 04:59:29+00:00,Tuloy na po ba ang flight Operations ngayong araw (company account) ? Pls update us. Keep safe,general.query
509524941,2020-11-13 02:51:06+00:00,"Friday the 13th 2020 means 13th month na bukas.
Hays. Pagkatagal inantay.
Sa bayarin lang din mapupunta.
San na po refund namin (company account)?
Baka naman kayanin before Christmas oh.",faq.bad_service
212170787,2020-11-13 02:02:08+00:00,Hi (company account) sent you a dm regarding cargoes☺️,contact.contact
789793758,2020-11-13 01:33:37+00:00,Musta na kaya yung refund namin sa (company account)? April pa yun. 😔,faq.bad_service
265679516,2020-11-12 23:21:45+00:00,Hello (company account) where is my refund. My flight was last March 29 and still no refund!,faq.bad_service
470710615,2020-11-12 22:59:31+00:00,Anyone knows where else I could file a complaint against (company account) ? I already have one pending with CAN,faq.bad_service
130295240,2020-11-12 21:45:03+00:00,"hello (company account) please reply to my dm,.! thank you",contact.contact
613615432,2020-11-12 15:51:49+00:00,Hi (company account) please check DM have question po. TY,contact.contact
100283069,2020-11-12 13:16:27+00:00,Katagal ng refund ng (company account).🥲,general.comment
250522710,2020-11-12 12:02:36+00:00,High blood na ako (company account)  🤬🤬🤬,general.comment
214241964,2020-11-12 09:07:54+00:00,Hi. Nag private message ako 🙄🙄 (company account),contact.contact
303832198,2020-11-12 06:45:20+00:00,"Hi, (company account)! I sent you a request via DM here in Twitter, please check. Thank you!!!",contact.contact
647922476,2020-11-12 06:36:07+00:00,Poor customer service (company account),general.comment
633712348,2020-11-12 05:49:31+00:00,"hi (company account) please reply to my DM,.thank you",contact.contact
631106733,2020-11-12 00:34:03+00:00,"I can't believe na magiging 8 lg ang flights ko for 2020. I was supposed to do   over 20. Tsk! Pahirapan na nmn itong lipad pauwi this December. Ilang cancellations kaya aabutin ko sa (company account)? ABANGAN.

3 CebPac Cancellations = @airasia 
2 AirAsia Cancellations = @flyPAL",general.comment
155714746,2020-11-11 22:26:36+00:00,"Any domestic flight cancellation update today,? 
@cebupacificair @flyPAL @AVA_airasia",general.query
515641808,2020-11-11 21:15:33+00:00,Hello (company account) i had my response na po regarding to my bookings for refund. Pls help its been 7 months now.,general.assist
699283233,2020-11-11 19:46:06+00:00,"Hello (company account) , it is already 7 months of no refund. Not looking forward for anniversary.  Lest we forget. #CebuPacificRefund",general.comment
801732682,2020-11-11 19:15:42+00:00,"Napakasinungaling at galawang scammer naman pala. Tumawag sakin chargeback officer unit ng BDO, WALA DAW KAYONG PINOPROCESS NA REFUND AT BINABABALIK NA PERA. ARPIL PA TO OY. PLS CHECK DM (company account)",contact.contact
746754059,2020-11-11 14:17:17+00:00,Flight was cancelled due to pandemic. Let's try again next year 🤣 Iloilo in July #CebuPacific1111 Thanks (company account) 🤣,general.comment
267317884,2020-11-11 11:10:49+00:00,"when will (company account) give us our refund? been waiting since forever but when we call, even their customer rep would say they do not know. hahayy",faq.bad_service
679964970,2020-11-11 09:53:19+00:00,Hindi ko ugaling maging irate na customer kasi isa din ako customer service representative pero grabe nmn ata yung 11 months na paghihintay para sa refund! Gusto ko lng nmn maibalik nyo yung PERA KO! hindi yan hiningi ko lng! Pinaghirapan ko po yan! (company account),general.comment
128962009,2020-11-11 06:28:00+00:00,"Sa gitna ng uncertainty at di pagproseso ng refund, nakapag seat sale pa ang (company account) ha",general.comment
644643796,2020-11-11 06:13:37+00:00,Kailangan ibalik na ng (company account) yung travel fund ko hahaha Ill fly soon!,general.comment
514758006,2020-11-11 04:57:42+00:00,"Bibili sana ako ng cookware sa shopee. Super tagal ko nang gusto bumili ulit ng cookware. Pero, mas nanaig yung love ko sa travel. Si (company account) yung nakabiktima saken tuloy. Shopee/LAZ, who? #pisofare",general.comment
898833022,2020-11-11 02:48:03+00:00,"Got a 2-way international flight for 1,600! Thanks (company account)!

#WeWillTravelAgain
#PisoFare",general.comment
296902335,2020-11-11 02:21:57+00:00,11.11 sale ng (company account)  pero paano di naman ako sure kung nasaan na ako sa 2021.,general.comment
752067871,2020-11-11 02:17:04+00:00,11.11 (company account) ❤️❤️❤️❤️,general.comment
721417501,2020-11-11 01:45:16+00:00,My travel fund is missing!!! (company account) 😡😡😡,general.comment
258898646,2020-11-11 01:38:25+00:00,Hi (company account) tomorrow you have a flight from Manila to Iloilo for Iloilo City residents. @CoffeePundits,general.comment
196057466,2020-11-11 01:37:44+00:00,Ang dami ko na sigurong na-book na flights ngayon 11.11 kung wala lang Corona!! Hahaha!!! Hoy (company account) meron pa ko refund na 7k! June pa yun 😭😭,general.comment
729587722,2020-11-11 01:27:25+00:00,Taenaaa!! Lahat ng refund ko sa (company account) wala pa din. Tapos ang sabi next year na papasok sa account ko. 🤦🏼‍♀️😩,general.comment
329365806,2020-11-11 00:49:17+00:00,Hello (company account) may we ask if we can use 2 travel fund at once?,faq.app_use
897114271,2020-11-11 00:49:00+00:00,What to do for the affected flights from the typhoon (company account) ???,faq.app_use
528498809,2020-11-11 00:46:42+00:00,Any updates (company account) ? May flight po ako Friday. Matutuloy po ba. May tatlong incoming na bagyo. It's sunny day 🌞🌄🌄today time to prepare. Thank you,general.query
365357305,2020-11-10 23:34:14+00:00,Piso fare sa (company account) . Pabalik muna po ng refund.,general.comment
230250369,2020-11-10 23:20:39+00:00,scam tlga yang promo ng (company account) .,general.comment
878749559,2020-11-10 20:11:59+00:00,No more Basco trips? 🥺🥺 (company account),general.query
188618965,2020-11-10 19:40:14+00:00,Marked NOT safe from 11.11 💸 @ZALORA (company account) @ShopeePH #puyat,general.query
364285380,2020-11-10 18:23:32+00:00,DI NGA NAGPABUDOL MASYADO SA SHOPEE AT LAZADA PERO SA PISO FARE NAMAN NABUDOL. TNX (company account),general.comment
858976319,2020-11-10 17:53:25+00:00,nyeta!!!!!!!! (company account),general.comment
473556121,2020-11-10 17:24:50+00:00,Gusto ko sana mag book ng flight sa cebpac kaso yung refund ko until now wala pa rin (company account),general.comment
